code;text_long;text;version;year
3611;(Aorto)coronary bypass of one coronary artery;Aortocor bypas-1 cor art;32;2015
3612;(Aorto)coronary bypass of two coronary arteries;Aortocor bypas-2 cor art;32;2015
3613;(Aorto)coronary bypass of three coronary arteries;Aortocor bypas-3 cor art;32;2015
3614;(Aorto)coronary bypass of four or more coronary arteries;Aortcor bypas-4+ cor art;32;2015
3615;Single internal mammary-coronary artery bypass;1 int mam-cor art bypass;32;2015
3616;Double internal mammary-coronary artery bypass;2 int mam-cor art bypass;32;2015
3617;Abdominal-coronary artery bypass;Abd-coron artery bypass;32;2015
3619;Other bypass anastomosis for heart revascularization;Hrt revas byps anas NEC;32;2015
362;Heart revascularization by arterial implant;Arterial implant revasc;32;2015
3631;Open chest transmyocardial revascularization;Open chest trans revasc;32;2015
3632;Other transmyocardial revascularization;Oth transmyo revascular;32;2015
3633;Endoscopic transmyocardial revascularization;Endo transmyo revascular;32;2015
3634;Percutaneous transmyocardial revascularization;Perc transmyo revascular;32;2015
3639;Other heart revascularization;Oth heart revascular;32;2015
3691;Repair of aneurysm of coronary vessel;Coron vess aneurysm rep;32;2015
3699;Other operations on vessels of heart;Heart vessel op NEC;32;2015
370;Pericardiocentesis;Pericardiocentesis;32;2015
3710;Incision of heart, not otherwise specified;Incision of heart NOS;32;2015
3711;Cardiotomy;Cardiotomy;32;2015
3712;Pericardiotomy;Pericardiotomy;32;2015
3720;Noninvasive programmed electrical stimulation [NIPS];Noninvas elect stimulatn;32;2015
3721;Right heart cardiac catheterization;Rt heart cardiac cath;32;2015
3722;Left heart cardiac catheterization;Left heart cardiac cath;32;2015
3723;Combined right and left heart cardiac catheterization;Rt/left heart card cath;32;2015
3724;Biopsy of pericardium;Pericardial biopsy;32;2015
3725;Biopsy of heart;Cardiac biopsy;32;2015
3726;Catheter based invasive electrophysiologic testing;Cath base invasv ep test;32;2015
3727;Cardiac mapping;Cardiac mapping;32;2015
3728;Intracardiac echocardiography;Intracardiac echocardio;32;2015
3729;Other diagnostic procedures on heart and pericardium;Hrt/pericar dx proc NEC;32;2015
3731;Pericardiectomy;Pericardiectomy;32;2015
3732;Excision of aneurysm of heart;Heart aneurysm excision;32;2015
3733;Excision or destruction of other lesion or tissue of heart, open approach;Exc/dest hrt lesion open;32;2015
3734;Excision or destruction of other lesion or tissue of heart, endovascular approach;Exc/des hrt les,endovasc;32;2015
3735;Partial ventriculectomy;Partial ventriculectomy;32;2015
3736;Excision, destruction, or exclusion of left atrial appendage (LAA);Exc,destrct,exclus LAA;32;2015
3737;Excision or destruction of other lesion or tissue of heart, thoracoscopic approach;Exc/dest hrt les, thrspc;32;2015
3741;Implantation of prosthetic cardiac support device around the heart;Impl cardiac support dev;32;2015
3749;Other repair of heart and pericardium;Heart/pericard repr NEC;32;2015
3751;Heart transplantation;Heart transplantation;32;2015
3752;Implantation of total internal biventricular heart replacement system;Imp tot int bi ht rp sys;32;2015
3753;Replacement or repair of thoracic unit of (total) replacement heart system;Repl/rep thr unt tot hrt;32;2015
3754;Replacement or repair of other implantable component of (total) replacement heart system;Repl/rep oth tot hrt sys;32;2015
3755;Removal of internal biventricular heart replacement system;Rem int bivent hrt sys;32;2015
3760;Implantation or insertion of biventricular external heart assist system;Imp bivn ext hrt ast sys;32;2015
3761;Implant of pulsation balloon;Pulsation balloon implan;32;2015
3762;Insertion of temporary non-implantable extracorporeal circulatory assist device;Insrt non-impl circ dev;32;2015
3763;Repair of heart assist system;Repair heart assist sys;32;2015
3764;Removal of external heart assist system(s) or device(s);Remve ext hrt assist sys;32;2015
3765;Implant of single ventricular (extracorporeal) external heart assist system;Imp vent ext hrt ast sys;32;2015
3766;Insertion of implantable heart assist system;Implantable hrt assist;32;2015
3767;Implantation of cardiomyostimulation system;Imp cardiomyostimul sys;32;2015
3768;Insertion of percutaneous external heart assist device;Percutan hrt assist syst;32;2015
3770;Initial insertion of lead [electrode], not otherwise specified;Int insert pacemak lead;32;2015
3771;Initial insertion of transvenous lead [electrode] into ventricle;Int insert lead in vent;32;2015
3772;Initial insertion of transvenous leads [electrodes] into atrium and ventricle;Int inser lead atri-vent;32;2015
3773;Initial insertion of transvenous lead [electrode] into atrium;Int inser lead in atrium;32;2015
3774;Insertion or replacement of epicardial lead [electrode] into epicardium;Int or repl lead epicar;32;2015
3775;Revision of lead [electrode];Revision of lead;32;2015
3776;Replacement of transvenous atrial and/or ventricular lead(s) [electrode];Repl tv atri-vent lead;32;2015
3777;Removal of lead(s) [electrode] without replacement;Removal of lead w/o repl;32;2015
3778;Insertion of temporary transvenous pacemaker system;Inser temp pacemaker sys;32;2015
3779;Revision or relocation of cardiac device pocket;Rev/reloc card dev pockt;32;2015
3780;Insertion of permanent pacemaker, initial or replacement, type of device not specified;Int or repl perm pacemkr;32;2015
3781;Initial insertion of single-chamber device, not specified as rate responsive;Int insert 1-cham, non;32;2015
3782;Initial insertion of single-chamber device, rate responsive;Int insert 1-cham, rate;32;2015
3783;Initial insertion of dual-chamber device;Int insert dual-cham dev;32;2015
3785;Replacement of any type pacemaker device with single-chamber device, not specified as rate responsive;Repl pacem w 1-cham, non;32;2015
3786;Replacement of any type of pacemaker device with single-chamber device, rate responsive;Repl pacem 1-cham, rate;32;2015
3787;Replacement of any type pacemaker device with dual-chamber device;Repl pacem w dual-cham;32;2015
3789;Revision or removal of pacemaker device;Revise or remove pacemak;32;2015
3790;Insertion of left atrial appendage device;Ins left atr append dev;32;2015
3791;Open chest cardiac massage;Opn chest cardiac massag;32;2015
3792;Injection of therapeutic substance into heart;Injection into heart;32;2015
3793;Injection of therapeutic substance into pericardium;Injection into pericard;32;2015
3794;Implantation or replacement of automatic cardioverter/defibrillator, total system [AICD];Implt/repl carddefib tot;32;2015
3795;Implantation of automatic cardioverter/defibrillator lead(s) only;Implt cardiodefib leads;32;2015
3796;Implantation of automatic cardioverter/defibrillator pulse generator only;Implt cardiodefib genatr;32;2015
3797;Replacement of automatic cardioverter/defibrillator lead(s) only;Repl cardiodefib leads;32;2015
3798;Replacement of automatic cardioverter/defibrillator pulse generator only;Repl cardiodefib genratr;32;2015
3799;Other operations on heart and pericardium;Other heart/pericard ops;32;2015
3800;Incision of vessel, unspecified site;Incision of vessel NOS;32;2015
3801;Incision of vessel, intracranial vessels;Intracran vessel incis;32;2015
3802;Incision of vessel, other vessels of head and neck;Head/neck ves incis NEC;32;2015
3803;Incision of vessel, upper limb vessels;Upper limb vessel incis;32;2015
3804;Incision of vessel, aorta;Incision of aorta;32;2015
3805;Incision of vessel, other thoracic vessels;Thoracic vessel inc NEC;32;2015
3806;Incision of vessel, abdominal arteries;Abdomen artery incision;32;2015
3807;Incision of vessel, abdominal veins;Abdominal vein incision;32;2015
3808;Incision of vessel, lower limb arteries;Lower limb artery incis;32;2015
3809;Incision of vessel, lower limb veins;Lower limb vein incision;32;2015
3810;Endarterectomy, unspecified site;Endarterectomy NOS;32;2015
3811;Endarterectomy, intracranial vessels;Intracran endarterectomy;32;2015
3812;Endarterectomy, other vessels of head and neck;Head & neck endarter NEC;32;2015
3813;Endarterectomy, upper limb vessels;Upper limb endarterectom;32;2015
3814;Endarterectomy, aorta;Endarterectomy of aorta;32;2015
3815;Endarterectomy, other thoracic vessels;Thoracic endarterectomy;32;2015
3816;Endarterectomy, abdominal arteries;Abdominal endarterectomy;32;2015
3818;Endarterectomy, lower limb arteries;Lower limb endarterect;32;2015
3821;Biopsy of blood vessel;Blood vessel biopsy;32;2015
3822;Percutaneous angioscopy;Percutaneous angioscopy;32;2015
3823;Intravascular spectroscopy;Intravasclr spectroscopy;32;2015
3824;Intravascular imaging of coronary vessel(s) by optical coherence tomography [OCT];Intravas img cor ves OCT;32;2015
3825;Intravascular imaging of non-coronary vessel(s) by optical coherence tomography [OCT];Intravas img non-cor OCT;32;2015
3826;Insertion of implantable pressure sensor without lead for intracardiac or great vessel hemodynamic monitoring;Insrt prsr snsr w/o lead;32;2015
3829;Other diagnostic procedures on blood vessels;Blood vessel dx proc NEC;32;2015
3830;Resection of vessel with anastomosis, unspecified site;Vessel resect/anast NOS;32;2015
3831;Resection of vessel with anastomosis, intracranial vessels;Intracran ves resec-anas;32;2015
3832;Resection of vessel with anastomosis, other vessels of head and neck;Head/neck ves resec-anas;32;2015
3833;Resection of vessel with anastomosis, upper limb vessels;Arm vessel resect/anast;32;2015
3834;Resection of vessel with anastomosis, aorta;Aorta resection & anast;32;2015
3835;Resection of vessel with anastomosis, other thoracic vessels;Thor vessel resect/anast;32;2015
3836;Resection of vessel with anastomosis, abdominal arteries;Abd vessel resect/anast;32;2015
3837;Resection of vessel with anastomosis, abdominal veins;Abd vein resect & anast;32;2015
3838;Resection of vessel with anastomosis, lower limb arteries;Leg artery resect/anast;32;2015
3839;Resection of vessel with anastomosis, lower limb veins;Leg vein resect/anastom;32;2015
3840;Resection of vessel with replacement, unspecified site;Vessel resect/replac NOS;32;2015
3841;Resection of vessel with replacement, intracranial vessels;Intracran ves resec-repl;32;2015
3842;Resection of vessel with replacement, other vessels of head and neck;Head/neck ves resec-repl;32;2015
3843;Resection of vessel with replacement, upper limb vessels;Arm ves resect w replace;32;2015
3844;Resection of vessel with replacement, aorta, abdominal;Resect abdm aorta w repl;32;2015
3845;Resection of vessel with replacement, thoracic vessels;Resect thorac ves w repl;32;2015
3846;Resection of vessel with replacement, abdominal arteries;Abd artery resec w repla;32;2015
3847;Resection of vessel with replacement, abdominal veins;Abd vein resect w replac;32;2015
3848;Resection of vessel with replacement, lower limb arteries;Leg artery resec w repla;32;2015
3849;Resection of vessel with replacement, lower limb veins;Leg vein resect w replac;32;2015
3850;Ligation and stripping of varicose veins, unspecified site;Varicose v lig-strip NOS;32;2015
3851;Ligation and stripping of varicose veins, intracranial vessels;Intcran var v lig-strip;32;2015
3852;Ligation and stripping of varicose veins, other vessels of head and neck;Head/neck var v lig-str;32;2015
3853;Ligation and stripping of varicose veins, upper limb vessels;Arm varicose v lig-strip;32;2015
3855;Ligation and stripping of varicose veins, other thoracic vessels;Thorac var v lig-strip;32;2015
3857;Ligation and stripping of varicose veins, abdominal veins;Abd varicos v liga-strip;32;2015
3859;Ligation and stripping of varicose veins, lower limb veins;Leg varicos v liga-strip;32;2015
3860;Other excision of vessels, unspecified site;Excision of vessel NOS;32;2015
3861;Other excision of vessels, intracranial vessels;Intracran vessel excis;32;2015
3862;Other excision of vessels, other vessels of head and neck;Head/neck vessel excis;32;2015
3863;Other excision of vessels, upper limb vessels;Arm vessel excision;32;2015
3864;Other excision of vessels, aorta, abdominal;Excision of aorta;32;2015
3865;Other excision of vessels, thoracic vessels;Thoracic vessel excision;32;2015
3866;Other excision of vessels, abdominal arteries;Abdominal artery excis;32;2015
3867;Other excision of vessels, abdominal veins;Abdominal vein excision;32;2015
3868;Other excision of vessels, lower limb arteries;Leg artery excision;32;2015
3869;Other excision of vessels, lower limb veins;Leg vein excision;32;2015
387;Interruption of the vena cava;Interruption vena cava;32;2015
3880;Other surgical occlusion of vessels, unspecified site;Surg vessel occlus NEC;32;2015
3881;Other surgical occlusion of vessels, intracranial vessels;Occlus intracran ves NEC;32;2015
3882;Other surgical occlusion of vessels, other vessels of head and neck;Occlus head/neck ves NEC;32;2015
3883;Other surgical occlusion of vessels, upper limb vessels;Occlude arm vessel NEC;32;2015
3884;Other surgical occlusion of vessels, aorta, abdominal;Occlude aorta NEC;32;2015
3885;Other surgical occlusion of vessels, thoracic vessels;Occlude thoracic ves NEC;32;2015
3886;Other surgical occlusion of vessels, abdominal arteries;Occlude abd artery NEC;32;2015
3887;Other surgical occlusion of vessels, abdominal veins;Occlude abd vein NEC;32;2015
3888;Other surgical occlusion of vessels, lower limb arteries;Occlude leg artery NEC;32;2015
3889;Other surgical occlusion of vessels, lower limb veins;Occlude leg vein NEC;32;2015
3891;Arterial catheterization;Arterial catheterization;32;2015
3892;Umbilical vein catheterization;Umbilical vein cath;32;2015
3893;Venous catheterization, not elsewhere classified;Venous cath NEC;32;2015
3894;Venous cutdown;Venous cutdown;32;2015
3895;Venous catheterization for renal dialysis;Ven cath renal dialysis;32;2015
3897;Central venous catheter placement with guidance;CV cath plcmt w guidance;32;2015
3898;Other puncture of artery;Arterial puncture NEC;32;2015
3899;Other puncture of vein;Venous puncture NEC;32;2015
390;Systemic to pulmonary artery shunt;Systemic-pulm art shunt;32;2015
391;Intra-abdominal venous shunt;Intra-abd venous shunt;32;2015
3921;Caval-pulmonary artery anastomosis;Caval-pulmon art anastom;32;2015
3922;Aorta-subclavian-carotid bypass;Aorta-subclv-carot bypas;32;2015
3923;Other intrathoracic vascular shunt or bypass;Intrathoracic shunt NEC;32;2015
3924;Aorta-renal bypass;Aorta-renal bypass;32;2015
3925;Aorta-iliac-femoral bypass;Aorta-iliac-femor bypass;32;2015
3926;Other intra-abdominal vascular shunt or bypass;Intra-abdomin shunt NEC;32;2015
3927;Arteriovenostomy for renal dialysis;Dialysis arteriovenostom;32;2015
3928;Extracranial-intracranial (EC-IC) vascular bypass;Extracran-intracr bypass;32;2015
3929;Other (peripheral) vascular shunt or bypass;Vasc shunt & bypass NEC;32;2015
3930;Suture of unspecified blood vessel;Suture of vessel NOS;32;2015
3931;Suture of artery;Suture of artery;32;2015
3932;Suture of vein;Suture of vein;32;2015
3941;Control of hemorrhage following vascular surgery;Postop vasc op hem contr;32;2015
3942;Revision of arteriovenous shunt for renal dialysis;Revis ren dialysis shunt;32;2015
3943;Removal of arteriovenous shunt for renal dialysis;Remov ren dialysis shunt;32;2015
3949;Other revision of vascular procedure;Vasc proc revision NEC;32;2015
3950;Angioplasty of other non-coronary vessel(s);Angio oth non-coronary;32;2015
3951;Clipping of aneurysm;Clipping of aneurysm;32;2015
3952;Other repair of aneurysm;Aneurysm repair NEC;32;2015
3953;Repair of arteriovenous fistula;Arterioven fistula rep;32;2015
3954;Re-entry operation (aorta);Re-entry operation;32;2015
3955;Reimplantation of aberrant renal vessel;Reimplan aberr renal ves;32;2015
3956;Repair of blood vessel with tissue patch graft;Repair vess w tis patch;32;2015
3957;Repair of blood vessel with synthetic patch graft;Rep vess w synth patch;32;2015
3958;Repair of blood vessel with unspecified type of patch graft;Repair vess w patch NOS;32;2015
3959;Other repair of vessel;Repair of vessel NEC;32;2015
3961;Extracorporeal circulation auxiliary to open heart surgery;Extracorporeal circulat;32;2015
3962;Hypothermia (systemic) incidental to open heart surgery;Hypothermia w open heart;32;2015
3963;Cardioplegia;Cardioplegia;32;2015
3964;Intraoperative cardiac pacemaker;Intraop cardiac pacemak;32;2015
3965;Extracorporeal membrane oxygenation [ECMO];Extracorporeal memb oxy;32;2015
3966;Percutaneous cardiopulmonary bypass;Per cardiopulmon bypass;32;2015
3971;Endovascular implantation of other graft in abdominal aorta;Endo imp oth grf abd aor;32;2015
3972;Endovascular (total) embolization or occlusion of head and neck vessels;Endovasc embol hd/nk ves;32;2015
3973;Endovascular implantation of graft in thoracic aorta;Endo imp grft thor aorta;32;2015
3974;Endovascular removal of obstruction from head and neck vessel(s);Endo rem obs hd/neck ves;32;2015
3975;Endovascular embolization or occlusion of vessel(s) of head or neck using bare coils;Endo emb hd/nk,bare coil;32;2015
3976;Endovascular embolization or occlusion of vessel(s) of head or neck using bioactive coils;Endo em hd/nk,bioac coil;32;2015
3977;Temporary (partial) therapeutic endovascular occlusion of vessel;Temp endovsc occls vessl;32;2015
3978;Endovascular implantation of branching or fenestrated graft(s) in aorta;Endovas impln grft aorta;32;2015
3979;Other endovascular procedures on other vessels;Oth endo proc oth vessel;32;2015
3981;Implantation or replacement of carotid sinus stimulation device, total system;Imp crtd sinus stm,totl;32;2015
3982;Implantation or replacement of carotid sinus stimulation lead(s) only;Imp/rep crtd sinus lead;32;2015
3983;Implantation or replacement of carotid sinus stimulation pulse generator only;Imp/rep crtd sinus gnrtr;32;2015
3984;Revision of carotid sinus stimulation lead(s) only;Rev crtd sinus stm leads;32;2015
3985;Revision of carotid sinus stimulation pulse generator;Rev crtd sinus pulse gen;32;2015
3986;Removal of carotid sinus stimulation device, total system;Rem crtd sinus stm, totl;32;2015
3987;Removal of carotid sinus stimulation lead(s) only;Rem crtd sinus stm lead;32;2015
3988;Removal of carotid sinus stimulation pulse generator only;Rem crtd sinus pulse gen;32;2015
3989;Other operations on carotid body, carotid sinus and other vascular bodies;Oth cartd body/sinus op;32;2015
3990;Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s);Ins non-d-e non-cor stnt;32;2015
3991;Freeing of vessel;Freeing of vessel;32;2015
3992;Injection of sclerosing agent into vein;Vein inject-scleros agnt;32;2015
3993;Insertion of vessel-to-vessel cannula;Insert ves-to-ves cannul;32;2015
3994;Replacement of vessel-to-vessel cannula;Replac ves-to-ves cannul;32;2015
3995;Hemodialysis;Hemodialysis;32;2015
3996;Total body perfusion;Total body perfusion;32;2015
3997;Other perfusion;Other perfusion;32;2015
3998;Control of hemorrhage, not otherwise specified;Hemorrhage control NOS;32;2015
3999;Other operations on vessels;Vessel operation NEC;32;2015
400;Incision of lymphatic structures;Incis lymphatic structur;32;2015
4011;Biopsy of lymphatic structure;Lymphatic struct biopsy;32;2015
4019;Other diagnostic procedures on lymphatic structures;Lymphatic diag proc NEC;32;2015
4021;Excision of deep cervical lymph node;Excis deep cervical node;32;2015
4022;Excision of internal mammary lymph node;Excise int mammary node;32;2015
4023;Excision of axillary lymph node;Excise axillary node;32;2015
4024;Excision of inguinal lymph node;Excise inguinal node;32;2015
4029;Simple excision of other lymphatic structure;Simp exc lymph struc NEC;32;2015
403;Regional lymph node excision;Regional lymph node exc;32;2015
4040;Radical neck dissection, not otherwise specified;Rad neck dissection NOS;32;2015
4041;Radical neck dissection, unilateral;Unilat rad neck dissect;32;2015
4042;Radical neck dissection, bilateral;Bilat rad neck dissect;32;2015
4050;Radical excision of lymph nodes, not otherwise specified;Rad node dissection NOS;32;2015
4051;Radical excision of axillary lymph nodes;Rad dissec axillary node;32;2015
4052;Radical excision of periaortic lymph nodes;Rad dissec periaort node;32;2015
4053;Radical excision of iliac lymph nodes;Rad dissect iliac nodes;32;2015
4054;Radical groin dissection;Radical groin dissection;32;2015
4059;Radical excision of other lymph nodes;Rad node dissection NEC;32;2015
4061;Cannulation of thoracic duct;Thorac duct cannulation;32;2015
4062;Fistulization of thoracic duct;Thoracic duct fistulizat;32;2015
4063;Closure of fistula of thoracic duct;Close thoracic duct fist;32;2015
4064;Ligation of thoracic duct;Ligate thoracic duct;32;2015
4069;Other operations on thoracic duct;Thoracic duct op NEC;32;2015
409;Other operations on lymphatic structures;Lymph structure op NEC;32;2015
4100;Bone marrow transplant, not otherwise specified;Bone marrow trnsplnt NOS;32;2015
4101;Autologous bone marrow transplant without purging;Auto bone mt w/o purg;32;2015
4102;Allogeneic bone marrow transplant with purging;Alo bone marrow trnsplnt;32;2015
4103;Allogeneic bone marrow transplant without purging;Allogrft bone marrow NOS;32;2015
4104;Autologous hematopoietic stem cell transplant without purging;Auto hem stem ct w/o pur;32;2015
4105;Allogeneic hematopoietic stem cell transpant without purging;Allo hem stem ct w/o pur;32;2015
4106;Cord blood stem cell transplant;Cord bld stem cell trans;32;2015
4107;Autologous hematopoietic stem cell transplant with purging;Auto hem stem ct w purg;32;2015
4108;Allogeneic hematopoietic stem cell transplant with purging;Allo hem stem ct w purg;32;2015
4109;Autologous bone marrow transplant with purging;Auto bone mt w purging;32;2015
411;Puncture of spleen;Puncture of spleen;32;2015
412;Splenotomy;Splenotomy;32;2015
4131;Biopsy of bone marrow;Bone marrow biopsy;32;2015
4132;Closed [aspiration] [percutaneous] biopsy of spleen;Closed spleen biopsy;32;2015
4133;Open biopsy of spleen;Open spleen biopsy;32;2015
4138;Other diagnostic procedures on bone marrow;Marrow diagnost proc NEC;32;2015
4139;Other diagnostic procedures on spleen;Spleen diagnost proc NEC;32;2015
4141;Marsupialization of splenic cyst;Splenic cyst marsupial;32;2015
4142;Excision of lesion or tissue of spleen;Exc splenic lesion/tiss;32;2015
4143;Partial splenectomy;Partial splenectomy;32;2015
415;Total splenectomy;Total splenectomy;32;2015
4191;Aspiration of bone marrow from donor for transplant;Donor marrow aspiration;32;2015
4192;Injection into bone marrow;Injection into marrow;32;2015
4193;Excision of accessory spleen;Exc of accessory spleen;32;2015
4194;Transplantation of spleen;Spleen transplantation;32;2015
4195;Repair and plastic operations on spleen;Repair of spleen;32;2015
4198;Other operations on bone marrow;Bone marrow ops NEC;32;2015
4199;Other operations on spleen;Spleen operation NEC;32;2015
4201;Incision of esophageal web;Esophageal web incision;32;2015
4209;Other incision of esophagus;Esophageal incision NEC;32;2015
4210;Esophagostomy, not otherwise specified;Esophagostomy NOS;32;2015
4211;Cervical esophagostomy;Cervical esophagostomy;32;2015
4212;Exteriorization of esophageal pouch;Esoph pouch exteriorizat;32;2015
4219;Other external fistulization of esophagus;Ext fistulizat esoph NEC;32;2015
4221;Operative esophagoscopy by incision;Esophagoscopy by incis;32;2015
4222;Esophagoscopy through artificial stoma;Esophagoscopy thru stoma;32;2015
4223;Other esophagoscopy;Esophagoscopy NEC;32;2015
4224;Closed [endoscopic] biopsy of esophagus;Closed bx of esophagus;32;2015
4225;Open biopsy of esophagus;Open biopsy of esophagus;32;2015
4229;Other diagnostic procedures on esophagus;Esophageal dx proc NEC;32;2015
4231;Local excision of esophageal diverticulum;Loc excis esoph divertic;32;2015
4232;Local excision of other lesion or tissue of esophagus;Local excis esophag NEC;32;2015
4233;Endoscopic excision or destruction of lesion or tissue of esophagus;Endosc destruc esoph les;32;2015
4239;Other destruction of lesion or tissue of esophagus;Destruct esophag les NEC;32;2015
4240;Esophagectomy, not otherwise specified;Esophagectomy NOS;32;2015
4241;Partial esophagectomy;Partial esophagectomy;32;2015
4242;Total esophagectomy;Total esophagectomy;32;2015
4251;Intrathoracic esophagoesophagostomy;Thorac esophagoesophagos;32;2015
4252;Intrathoracic esophagogastrostomy;Thorac esophagogastrost;32;2015
4253;Intrathoracic esophageal anastomosis with interposition of small bowel;Thorac sm bowel interpos;32;2015
4254;Other intrathoracic esophagoenterostomy;Thorac esophagoenter NEC;32;2015
4255;Intrathoracic esophageal anastomosis with interposition of colon;Thorac lg bowel interpos;32;2015
4256;Other intrathoracic esophagocolostomy;Thorac esophagocolos NEC;32;2015
4258;Intrathoracic esophageal anastomosis with other interposition;Thorac interposition NEC;32;2015
4259;Other intrathoracic anastomosis of esophagus;Thorac esophag anast NEC;32;2015
4261;Antesternal esophagoesophagostomy;Stern esophagoesophagost;32;2015
4262;Antesternal esophagogastrostomy;Stern esophagogastrostom;32;2015
4263;Antesternal esophageal anastomosis with interposition of small bowel;Stern sm bowel interpos;32;2015
4264;Other antesternal esophagoenterostomy;Stern esophagoenter NEC;32;2015
4265;Antesternal esophageal anastomosis with interposition of colon;Stern lg bowel interpos;32;2015
4266;Other antesternal esophagocolostomy;Stern esophagocolos NEC;32;2015
4268;Other antesternal esophageal anastomosis with interposition;Stern interposition NEC;32;2015
4269;Other antesternal anastomosis of esophagus;Stern esophag anast NEC;32;2015
427;Esophagomyotomy;Esophagomyotomy;32;2015
4281;Insertion of permanent tube into esophagus;Insert perm tube esophag;32;2015
4282;Suture of laceration of esophagus;Suture esophageal lacer;32;2015
4283;Closure of esophagostomy;Esophagostomy closure;32;2015
4284;Repair of esophageal fistula, not elsewhere classified;Esoph fistula repair NEC;32;2015
4285;Repair of esophageal stricture;Esophag stricture repair;32;2015
4286;Production of subcutaneous tunnel without esophageal anastomosis;Prod subq tunnel no anas;32;2015
4287;Other graft of esophagus;Esophageal graft NEC;32;2015
4289;Other repair of esophagus;Esophageal repair NEC;32;2015
4291;Ligation of esophageal varices;Ligation esoph varix;32;2015
4292;Dilation of esophagus;Esophageal dilation;32;2015
4299;Other operations on esophagus;Esophageal operation NEC;32;2015
430;Gastrotomy;Gastrotomy;32;2015
4311;Percutaneous [endoscopic] gastrostomy [PEG];Percu endosc gastrostomy;32;2015
4319;Other gastrostomy;Other gastrostomy;32;2015
433;Pyloromyotomy;Pyloromyotomy;32;2015
4341;Endoscopic excision or destruction of lesion or tissue of stomach;Endosc destr stomach les;32;2015
4342;Local excision of other lesion or tissue of stomach;Local gastr excision NEC;32;2015
4349;Other destruction of lesion or tissue of stomach;Local gastr destruct NEC;32;2015
435;Partial gastrectomy with anastomosis to esophagus;Proximal gastrectomy;32;2015
436;Partial gastrectomy with anastomosis to duodenum;Distal gastrectomy;32;2015
437;Partial gastrectomy with anastomosis to jejunum;Part gastrec w jej anast;32;2015
4381;Partial gastrectomy with jejunal transposition;Part gast w jej transpos;32;2015
4382;Laparoscopic vertical (sleeve) gastrectomy;Lap vertical gastrectomy;32;2015
4389;Open and other partial gastrectomy;Opn/oth part gastrectomy;32;2015
4391;Total gastrectomy with intestinal interposition;Tot gast w intes interpo;32;2015
4399;Other total gastrectomy;Total gastrectomy NEC;32;2015
4400;Vagotomy, not otherwise specified;Vagotomy NOS;32;2015
4401;Truncal vagotomy;Truncal vagotomy;32;2015
4402;Highly selective vagotomy;Highly select vagotomy;32;2015
4403;Other selective vagotomy;Selective vagotomy NEC;32;2015
4411;Transabdominal gastroscopy;Transabdomin gastroscopy;32;2015
4412;Gastroscopy through artificial stoma;Gastroscopy thru stoma;32;2015
4413;Other gastroscopy;Gastroscopy NEC;32;2015
4414;Closed [endoscopic] biopsy of stomach;Closed gastric biopsy;32;2015
4415;Open biopsy of stomach;Open gastric biopsy;32;2015
4419;Other diagnostic procedures on stomach;Gastric diagnos proc NEC;32;2015
4421;Dilation of pylorus by incision;Dilate pylorus, incision;32;2015
4422;Endoscopic dilation of pylorus;Endoscop dilate pylorus;32;2015
4429;Other pyloroplasty;Other pyloroplasty;32;2015
4431;High gastric bypass;High gastric bypass;32;2015
4432;Percutaneous [endoscopic] gastrojejunostomy;Percu gastrojejunostomy;32;2015
4438;Laparoscopic gastroenterostomy;Lap gastroenterostomy;32;2015
4439;Other gastroenterostomy without gastrectomy;Gastroenterostomy NEC;32;2015
4440;Suture of peptic ulcer, not otherwise specified;Suture peptic ulcer NOS;32;2015
4441;Suture of gastric ulcer site;Sut gastric ulcer site;32;2015
4442;Suture of duodenal ulcer site;Suture duoden ulcer site;32;2015
4443;Endoscopic control of gastric or duodenal bleeding;Endosc control gast hem;32;2015
4444;Transcatheter embolization for gastric or duodenal bleeding;Transcath embo gast hem;32;2015
4449;Other control of hemorrhage of stomach or duodenum;Other control gast hem;32;2015
445;Revision of gastric anastomosis;Revision gastric anastom;32;2015
4461;Suture of laceration of stomach;Suture gastric lacerat;32;2015
4462;Closure of gastrostomy;Gastrostomy closure;32;2015
4463;Closure of other gastric fistula;Close gastric fistul NEC;32;2015
4464;Gastropexy;Gastropexy;32;2015
4465;Esophagogastroplasty;Esophagogastroplasty;32;2015
4466;Other procedures for creation of esophagogastric sphincteric competence;Creat esophagastr sphinc;32;2015
4467;Laparoscopic procedures for creation of esophagogastric sphincteric competence;Lap creat esoph sphinct;32;2015
4468;Laparoscopic gastroplasty;Laparoscop gastroplasty;32;2015
4469;Other repair of stomach;Gastric repair NEC;32;2015
4491;Ligation of gastric varices;Ligate gastric varices;32;2015
4492;Intraoperative manipulation of stomach;Intraop gastric manipul;32;2015
4493;Insertion of gastric bubble (balloon);Insert gastric bubble;32;2015
4494;Removal of gastric bubble (balloon);Remove gastric bubble;32;2015
4495;Laparoscopic gastric restrictive procedure;Lap gastric restric proc;32;2015
4496;Laparoscopic revision of gastric restrictive procedure;Lap rev gast restri proc;32;2015
4497;Laparoscopic removal of gastric restrictive device(s);Lap rem gast restric dev;32;2015
4498;(Laparoscopic) adjustment of size of adjustable gastric restrictive device;Adjust gast restrict dev;32;2015
4499;Other operations on stomach;Gastric operation NEC;32;2015
