code_type;code;text_long;text;only_secondary;gender_specific;new_2017;not_in_2016
NCRP;JAD23K;Perkutan drenasje av intraperitoneal abscess, ultralydveiledet;Perkutan drenasje av intraperitoneal abscess, ultralydveil.;;;;
NCRP;JAK30K;Innlegging av peritoneal injeksjonsport, ultralydveiledet;Innlegging av peritoneal injeksjonsport, ultralydveiledet;;;;
NCRP;JAK33K;Skifte av peritoneal injeksjonsport, ultralydveiledet;Skifte av peritoneal injeksjonsport, ultralydveiledet;;;;
NCRP;JAS10K;Skifte av peritonealt kateter, ultralydveiledet, inkludert dialysekateter;Skifte av peritonealt kateter inkl dialysekateter, UL-veil;;;;
NCRP;JAS23K;Skifte av kateter ved intraperitoneal abscess;Skifte av kateter ved intraperitoneal abscess;;;;
NCRP;JCP12A;Dilatasjon av øsofagus;Dilatasjon av øsofagus;;;;
NCRP;JCQ22A;Innlegging av stent i øsofagus;Innlegging av stent i øsofagus;;;;
NCRP;JDQ12A;Perkutan innlegging av stent i duodenum;Perkutan innlegging av stent i duodenum;;;;
NCRP;JFQ12A;Perkutan innlegging av stent i colon;Perkutan innlegging av stent i colon;;;;
NCRP;JJB06A;Nålebiopsi av lever, røntgenveiledet;Nålebiopsi av lever, røntgenveiledet;;;1;1
NCRP;JJB06D;Nålebiopsi av lever, CT-veiledet;Nålebiopsi av lever, CT-veiledet;;;1;1
NCRP;JJB06K;Nålebiopsi av lever, ultralydveiledet;Nålebiopsi av lever, ultralydveiledet;;;;
NCRP;JJO10A;Sklerosering av levercyste, røntgenveiledet;Sklerosering av levercyste, røntgenveiledet ;;;1;1
NCRP;JJO33K;Radiofrekvensablasjon i lever, ultralydveiledet;Radiofrekvensablasjon i lever, ultralydveiledet;;;;
NCRP;JJO43K;Perkutan destruksjon av lesjon i lever, ultralydveiledet;Perkutan destruksjon av lesjon i lever, ultralydveiledet;;;;
NCRP;JJO46K;Perkutan radiofrekvensablasjon av lesjon i lever, ultralydveiledet;Perkutan radiofrekvensablasjon av lesjon i lever, UL-veil;;;;
NCRP;JJW96X;Annen bildeveiledet intervensjon på lever;Annen bildeveiledet intervensjon på lever;;;;
NCRP;JKD10A;Perkutan transhepatisk galledrenasje (PTD), røntgenveiledet;Perkutan transhepatisk galledrenasje (PTD), røntgenveiledet;;;1;1
NCRP;JKD10K;Perkutan transhepatisk galledrenasje (PTD), ultralydveiledet;Perkutan transhepatisk galledrenasje (PTD), ultralydveiledet;;;;
NCRP;JKP30A;Dilatasjon av galleveier;Dilatasjon av galleveier;;;;
NCRP;JKP35A;Dilatasjon ved ERCP;Dilatasjon ved ERCP;;;;
NCRP;JKQ10A;Perkutan innlegging av stent i galleveier;Perkutan innlegging av stent i galleveier;;;;
NCRP;JKS10A;Skifte av transhepatisk kateter i galleveiene, røntgenveiledet;Skifte av transhepatisk kateter i galleveiene, røntgenveil.;;;1;1
NCRP;JKS10K;Skifte av transhepatisk kateter i galleveiene, ultralydveiledet;Skifte av transhepatisk kateter i galleveiene, ultralydveil.;;;;
NCRP;JKW96X;Annen bildeveiledet intervensjon på galleveier;Annen bildeveiledet intervensjon på galleveier;;;;
NCRP;JLB06K;Nålebiopsi av pancreas, ultralydveiledet;Nålebiopsi av pancreas, ultralydveiledet;;;;
NCRP;JLD20A;Perkutan drenasje av pseudocyste eller abscess i pancreas, røntgenveiledet;Perkut.drenasje pseudocyste el abscess i pancreas,rtg.veil;;;1;1
NCRP;JLD20D;Perkutan drenasje av pseudocyste eller abscess i pancreas, CT-veiledet;Perkut.drenasje av pseudocyste el abscess i pancreas,CT-veil;;;1;1
NCRP;JLD20K;Perkutan drenasje av pseudocyste eller abscess i pancreas, ultralydveiledet;Perkutan drenasje av pseudocyste/abscess i pancreas, UL-veil;;;;
NCRP;JLS20A;Skifte av kateter i pankreas ved pseudocyste eller abscess, røntgenveiledet;Skifte av kateter i pankreas v/pseudocyste/abscess, rtg.veil;;;1;1
NCRP;JLS20K;Skifte av kateter i pankreas ved pseudocyste eller abscess, ultralydveiledet;Skifte av kateter i pankreas v/pseudocyste/abscess, UL-veil;;;;
NCRP;JLW96X;Annen bildeveiledet intervensjon på pancreas;Annen bildeveiledet intervensjon på pancreas;;;;
NCRP;JMB06K;Nålebiopsi av milt, ultralydveiledet;Nålebiopsi av milt, ultralydveiledet;;;;
NCRP;JMW96X;Annen bildeveiledet intervensjon på milt;Annen bildeveiledet intervensjon på milt;;;;
NCRP;JXA05K;Endoskopisk ultralyd med finnålsaspirasjonscytologi fra fordøyelsesorganene;Endoskop. UL m/finnålsaspirasjonscytol fra fordøyelsesorg;;;;
NCRP;JXB06D;Perkutan biopsi av tarmtumor, CT-veiledet;Perkutan biopsi av tarmtumor, CT-veiledet;;;;
NCRP;JXB06K;Perkutan biopsi av tarmtumor, ultralydveiledet;Perkutan biopsi av tarmtumor, ultralydveiledet;;;;
NCRP;JXO33K;Radiofrekvensablasjon i abdomen;Radiofrekvensablasjon i abdomen;;;;
NCRP;JXO36K;Perkutan radiofrekvensablasjon i abdomen;Perkutan radiofrekvensablasjon i abdomen;;;;
NCRP;JXW00K;Fokusert ultralydbehandling av abdomen;Fokusert ultralydbehandling av abdomen;;;;
NCRP;JXW10K;Fokusert ultralydbehandling av bekkenet;Fokusert ultralydbehandling av bekkenet;;;;
NCRP;JXW96X;Annen bildeveiledet intervensjon på fordøyelsesorganer;Annen bildeveiledet intervensjon på fordøyelsesorganer;;;;
NCRP;KAA00A;Punksjon av nyre eller nyrebekken, røntgenveiledet;Punksjon av nyre eller nyrebekken, røntgenveiledet;;;1;1
NCRP;KAA00K;Punksjon av nyre eller nyrebekken, ultralydveiledet;Punksjon av nyre eller nyrebekken, ultralydveiledet;;;;
NCRP;KAA03K;Aspirasjonscytologi fra nyre eller nyrebekken, ultralydveiledet;Aspirasjonscytologi fra nyre eller nyrebekken, ultralydveil.;;;;
NCRP;KAB06K;Nålebiopsi av nyre eller nyrebekken, ultralydveiledet;Nålebiopsi av nyre eller nyrebekken, ultralydveiledet;;;;
NCRP;KAD00A;Perkutan nefrostomi, røntgenveiledet;Perkutan nefrostomi, røntgenveiledet;;;1;
NCRP;KAD00K;Perkutan nefrostomi, ultralydveiledet;Perkutan nefrostomi, ultralydveiledet;;;1;
NCRP;KAD20K;Perkutan drenasje av nyrecyste, ultralydveiledet;Perkutan drenasje av nyrecyste, ultralydveiledet;;;;
NCRP;KAD23K;Perkutan drenasje av nyreabscess, ultralydveiledet;Perkutan drenasje av nyreabscess, ultralydveiledet;;;;
NCRP;KAD96X;Annen bildeveiledet ekstern drenasje av nyrebekken;Annen bildeveiledet ekstern drenasje av nyrebekken;;;;
NCRP;KAO10A;Sklerosering av nyrecyste, røntgenveiledet;Sklerosering av nyrecyste, røntgenveiledet;;;1;1
NCRP;KAS00A;Skifte av nefrostomikateter, røntgenveiledet;Skifte av nefrostomikateter, røntgenveiledet;;;1;1
NCRP;KAS00K;Skifte av nefrostomikateter, ultralydveiledet;Skifte av nefrostomikateter, ultralydveiledet;;;1;
NCRP;KAS20A;Skifte av kateter i nyre, røntgenveiledet;Skifte av kateter i nyre, røntgenveiledet;;;1;1
NCRP;KAS20K;Skifte av kateter i nyre, ultralydveiledet;Skifte av kateter i nyre, ultralydveiledet;;;1;
NCRP;KAW96X;Annen bildeveiledet intervensjon på nyre eller nyrebekken;Annen bildeveiledet intervensjon på nyre eller nyrebekken;;;;
NCRP;KBP10A;Dilatasjon av øvre urinveier;Dilatasjon av øvre urinveier;;;;
NCRP;KBQ10A;Perkutan innlegging av ureterstent;Perkutan innlegging av ureterstent;;;;
NCRP;KBR10A;Perkutan fjerning av ureterstent;Perkutan fjerning av ureterstent;;;;
NCRP;KBR20A;Perkutan ekstraksjon av uretersten;Perkutan ekstraksjon av uretersten;;;;
NCRP;KBW96X;Annen bildeveiledet intervensjon på ureter;Annen bildeveiledet intervensjon på ureter;;;;
NCRP;KCA00K;Punksjon av blære, ultralydveiledet;Punksjon av blære, ultralydveiledet;;;;
NCRP;KCB06K;Nålebiopsi av blære, ultralydveiledet;Nålebiopsi av blære, ultralydveiledet;;;;
NCRP;KCD10K;Perkutan blærekateterisering, ultralydveiledet;Perkutan blærekateterisering, ultralydveiledet;;;;
NCRP;KCS10K;Skifte av suprapubisk blærekateter, ultralydveiledet;Skifte av suprapubisk blærekateter, ultralydveiledet;;;;
NCRP;KCW96X;Annen bildeveiledet intervensjon på urinblære;Annen bildeveiledet intervensjon på urinblære;;;;
NCRP;KEA00K;Punksjon av prostata, ultralydveiledet;Punksjon av prostata, ultralydveiledet;;M;;
NCRP;KEA03K;Aspirasjonscytologi fra prostata, ultralydveiledet;Aspirasjonscytologi fra prostata, ultralydveiledet;;M;;
NCRP;KEB06G;Biopsi av prostata, MR-veiledet;Biopsi av prostata, MR-veiledet;;M;1;1
NCRP;KEB06K;Nålebiopsi av prostata, ultralydveiledet;Nålebiopsi av prostata, ultralydveiledet;;M;;
NCRP;KFA00K;Punksjon av testikkel, ultralydveiledet;Punksjon av testikkel, ultralydveiledet;;M;;
NCRP;KFA03K;Aspirasjonscytologi fra testikkel, ultralydveiledet;Aspirasjonscytologi fra testikkel, ultralydveiledet;;M;;
NCRP;KFA10K;Punksjon av epididymis, ultralydveiledet;Punksjon av epididymis, ultralydveiledet;;M;;
NCRP;KFA13K;Aspirasjonscytologi fra epididymis, ultralydveiledet;Aspirasjonscytologi fra epididymis, ultralydveiledet;;M;;
NCRP;KFA20K;Punksjon av scrotum, ultralydveiledet;Punksjon av scrotum, ultralydveiledet;;M;;
NCRP;KFA23K;Aspirasjonscytologi fra scrotum, ultralydveiledet;Aspirasjonscytologi fra scrotum, ultralydveiledet;;M;;
NCRP;KFB06K;Nålebiopsi av testikkel, ultralydveiledet;Nålebiopsi av testikkel, ultralydveiledet;;M;;
NCRP;KFB16K;Nålebiopsi av epididymis, ultralydveiledet;Nålebiopsi av epididymis, ultralydveiledet;;M;;
NCRP;KFB26K;Nålebiopsi av scrotum, ultralydveiledet;Nålebiopsi av scrotum, ultralydveiledet;;M;;
NCRP;KWW96X;Annen bildeveiledet reintervensjon på urinorganer, mannlige genitalia eller retroperitonealrommet;Ann bildeveil reinterven urinorg/mannl.genit/retroperitoneum;;;;
NCRP;KXW96X;Annen bildeveiledet intervensjon på urinorganer, mannlige genitalia eller retroperitonealrommet;An.bildeveil.intervensjon urinorg/mannl.genit/retroperit.rom;;;1;1
NCRP;LAA00K;Perkutan punksjon av ovarialcyste, ultralydveiledet;Perkutan punksjon av ovarialcyste, ultralydveiledet;;K;;
NCRP;LAA10K;Transvaginal punksjon av ovarialcyste, ultralydveiledet;Transvaginal punksjon av ovarialcyste, ultralydveiledet;;K;;
NCRP;LAA20K;Perkutan eller transvaginal punksjon med uthenting av egg;Perkutan eller transvaginal punksjon med uthenting av egg;;K;;
NCRP;LAB06K;Perkutan nålebiopsi av ovarium, ultralydveiledet;Perkutan nålebiopsi av ovarium, ultralydveiledet;;K;;
NCRP;LAI20K;Perkutan eller transvaginal injeksjon i ovarialgraviditet;Perkutan eller transvaginal injeksjon i ovarialgraviditet;;K;;
NCRP;LAW96X;Annen bildeveiledet intervensjon på ovarium;Annen bildeveiledet intervensjon på ovarium;;K;;
NCRP;LBA00K;Perkutan punksjon av eggleder, ultralydveiledet;Perkutan punksjon av eggleder, ultralydveiledet;;K;;
NCRP;LBA03K;Transvaginal punksjon av eggleder, ultralydveiledet;Transvaginal punksjon av eggleder, ultralydveiledet;;K;;
NCRP;LBB06K;Nålebiopsi av eggleder, ultralydveiledet;Nålebiopsi av eggleder, ultralydveiledet;;K;;
NCRP;LBI20K;Perkutan injeksjon ved tubargraviditet, ultralydveiledet;Perkutan injeksjon ved tubargraviditet, ultralydveiledet;;K;;
NCRP;LBI23K;Transvaginal injeksjon ved tubargraviditet, ultralydveiledet;Transvaginal injeksjon ved tubargraviditet, ultralydveiledet;;K;;
NCRP;LBW00K;Tubeperfusjon, ultralydveiledet;Tubeperfusjon, ultralydveiledet;;K;;
NCRP;LCB06K;Nålebiopsi av uterus eller uterinligament, ultralydveiledet;Nålebiopsi av uterus eller uterinligament, ultralydveiledet;;K;;
NCRP;LCW30K;Overføring av egg eller embryo til uterus ved assistert befruktning, ultralydveiledet;Overf egg/embryo til uterus v/assistert befruktning, UL-veil;;K;;
NCRP;LEA00K;Transvaginal punksjon av fossa Douglasi, ultralydveiledet;Transvaginal punksjon av fossa Douglasi, ultralydveiledet;;K;;
NCRP;LXW96X;Annen bildeveiledet intervensjon på kvinnelige genitalia;Annen bildeveiledet intervensjon på kvinnelige genitalia;;K;1;1
NCRP;MAA00K;Amniocentese, ultralydveiledet;Amniocentese, ultralydveiledet;;K;;
NCRP;MAA03K;Amnionreduksjon, ultralydveiledet;Amnionreduksjon, ultralydveiledet;;K;;
NCRP;MAA30K;Chordocentese, ultralydveiledet;Chordocentese, ultralydveiledet;;K;;
NCRP;MAA40K;Punksjon av foster, ultralydveiledet;Punksjon av foster, ultralydveiledet;;K;;
NCRP;MAB06K;Biopsi av koriontotter, ultralydveiledet;Biopsi av koriontotter, ultralydveiledet;;K;;
NCRP;MAB46K;Biopsi av foster, ultralydveiledet;Biopsi av foster, ultralydveiledet;;K;;
NCRP;MAW00K;Infusjon i amnion, ultralydveiledet;Infusjon i amnion, ultralydveiledet;;K;;
NCRP;MXW96X;Annen bildeveiledet intervensjon ved fødsel eller under svangerskap;Annen bildeveiledet intervensjon ved fødsel/svangerskap;;K;1;1
NCRP;NAI20A;Injeksjon av terapeutisk substans i kolumna, i gjennomlysning;Injeksjon av terapeutisk substans i kolumna, i gjennomlysn.;;;;
NCRP;NAI20D;Injeksjon av terapeutisk substans i kolumna, CT-veiledet;Injeksjon av terapeutisk substans i kolumna, CT-veiledet;;;;
NCRP;NAI30A;Vertebroplastikk i cervikalkolumna, røntgenveiledet;Vertebroplastikk i cervikalkolumna, røntgenveiledet;;;1;1
NCRP;NAI30D;Vertebroplastikk i cervicalkolumna, CT-veiledet;Vertebroplastikk i cervicalkolumna, CT-veiledet;;;1;1
NCRP;NAI31A;Vertebroplastikk i torakalkolumna, røntgenveiledet;Vertebroplastikk i torakalkolumna, røntgenveiledet;;;1;1
NCRP;NAI31D;Vertebroplastikk i torakalkolumna, CT-veiledet;Vertebroplastikk i torakalkolumna, CT-veiledet;;;1;1
NCRP;NAI32A;Vertebroplastikk i lumbalkolumna, røntgenveiledet;Vertebroplastikk i lumbalkolumna, røntgenveiledet;;;1;1
NCRP;NAI32D;Vertebroplastikk i lumbalkolumna, CT-veiledet;Vertebroplastikk i lumbalkolumna, CT-veiledet;;;1;1
NCRP;NAI33A;Vertebroplastikk i lumbosakralkolumna, røntgenveiledet;Vertebroplastikk i lumbosakralkolumna, røntgenveiledet;;;1;1
NCRP;NAI33D;Vertebroplastikk i lumbosakralkolumna, CT-veiledet;Vertebroplastikk i lumbosakralkolumna, CT-veiledet;;;1;1
NCRP;NAO10A;Termokoagulasjon i lumbalkolumna;Termokoagulasjon i lumbalkolumna;;;;
NCRP;NEI20A;Injeksjon av terapeutisk substans i bekkenskjelett;Injeksjon av terapeutisk substans i bekkenskjelett;;;;
NCRP;NEO10A;Termokoagulasjon i bekkenet;Termokoagulasjon i bekkenet;;;;
NCRP;NFO10A;Termokoagulasjon i hofte;Termokoagulasjon i hofte;;;;
NCRP;NFO20A;Termokoagulasjon i lår;Termokoagulasjon i lår;;;;
NCRP;NGO10A;Termokoagulasjon i kne;Termokoagulasjon i kne;;;;
NCRP;NGO20A;Termokoagulasjon i legg;Termokoagulasjon i legg;;;;
NCRP;NXA10K;Leddpunksjon, ultralydveiledet;Leddpunksjon, ultralydveiledet;;;;
NCRP;NXI20A;Injeksjon av terapeutisk substans i overekstremiteter, under gjennomlysning;Injeksjon av terapeut substans i overekstr, v/gjennomlysn.;;;;
NCRP;NXI20D;Injeksjon av terapeutisk substans i overekstremiteter, CT-veiledet;Injeksjon av terapeut. substans i overekstremiteter, CT-veil;;;;
NCRP;NXI30A;Injeksjon av terapeutisk substans i underekstremiteter, under gjennomlysning;Injeksjon av terapeut substans i underekstr, v/gjennomlysn;;;;
NCRP;NXI30D;Injeksjon av terapeutisk substans i underekstremiteter, CT-veiledet;Injeksjon av terapeutisk substans i underekstremit., CT-veil;;;;
NCRP;NXO20D;Radiofrekvensablasjon i overekstremiteter, CT-veiledet;Radiofrekvensablasjon i overekstremiteter, CT-veiledet;;;1;1
NCRP;NXO30D;Radiofrekvensablasjon i underekstremiteter, CT-veiledet;Radiofrekvensablasjon i underekstremiteter, CT-veiledet;;;1;1
NCRP;NXW96X;Annen bildeveiledet intervensjon på bevegelsesapparatet;Annen bildeveiledet intervensjon på bevegelsesapparatet;;;1;1
NCRP;PAE20B;Perkutan trombektomi eller embolektomi i a. carotis communis;Perkutan trombektomi eller embolektomi i a. carotis communis;;;;
NCRP;PAE21B;Perkutan trombektomi eller embolektomi i a. carotis interna;Perkutan trombektomi eller embolektomi i a. carotis interna;;;;
NCRP;PAE22B;Perkutan trombektomi eller embolektomi i a. carotis externa;Perkutan trombektomi eller embolektomi i a. carotis externa;;;;
NCRP;PAE30B;Perkutan trombektomi eller embolektomi i a. subclavia;Perkutan trombektomi eller embolektomi i a. subclavia;;;;
NCRP;PAE96B;Perkutan trombektomi eller embolektomi i annen arterie fra aortabuen eller dens greiner;Perkut tromb/embolektomi annen art fra aortabuen m/greiner;;;;
NCRP;PAM20B;Perkutan lukking av fistel i bypass fra a. carotis, subclavia eller axillaris;Perkut lukk fistel i bypass fra a. carotis/subclav/axillaris;;;;
NCRP;PAP10B;Perkutan arterioplastikk på truncus brachiocephalicus;Perkutan arterioplastikk på truncus brachiocephalicus;;;;
NCRP;PAP20B;Perkutan arterioplastikk på a. carotis communis;Perkutan arterioplastikk på a. carotis communis;;;;
NCRP;PAP21B;Perkutan arterioplastikk på a. carotis interna;Perkutan arterioplastikk på a. carotis interna;;;;
NCRP;PAP22B;Perkutan arterioplastikk på a. carotis eksterna;Perkutan arterioplastikk på a. carotis eksterna;;;;
NCRP;PAP30B;Perkutan arterioplastikk på a. subclavia;Perkutan arterioplastikk på a. subclavia;;;;
NCRP;PAP32B;Perkutan arterioplastikk på a. mammaria int.;Perkutan arterioplastikk på a. mammaria int.;;;;
NCRP;PAP99B;Perkutan arterioplastikk på annen arterie fra aortabuen eller dens greiner;Perkutan arterioplastikk annen art fra aortabuen m/ greiner;;;;
NCRP;PAQ10B;Innlegging av stent i truncus brachiocephalicus;Innlegging av stent i truncus brachiocephalicus;;;;
NCRP;PAQ20B;Innlegging av stent i a. carotis communis;Innlegging av stent i a. carotis communis;;;;
NCRP;PAQ21B;Innlegging av stent i a. carotis interna;Innlegging av stent i a. carotis interna;;;;
NCRP;PAQ22B;Innlegging av stent i a. carotis eksterna;Innlegging av stent i a. carotis eksterna;;;;
NCRP;PAQ30B;Innlegging av stent i a. subclavia;Innlegging av stent i a. subclavia;;;;
NCRP;PAQ99B;Innlegging av stent i annen arterie fra aortabuen eller dens greiner;Innlegg stent annen arterie fra aortabuen eller dens greiner;;;;
NCRP;PAT10B;Injeksjon av trombolytisk substans i truncus brachiocephalicus;Injeksjon av trombolytisk subst i truncus brachiocephalicus;;;;
NCRP;PAT20B;Injeksjon av trombolytisk substans i a. carotis communis;Injeksjon av trombolytisk substans i a. carotis communis;;;;
NCRP;PAT21B;Injeksjon av trombolytisk substans i a. carotis interna;Injeksjon av trombolytisk substans i a. carotis interna;;;;
NCRP;PAT22B;Injeksjon av trombolytisk substans i a. carotis eksterna;Injeksjon av trombolytisk substans i a. carotis eksterna;;;;
NCRP;PAT30B;Injeksjon av trombolytisk substans i a. subclavia;Injeksjon av trombolytisk substans i a. subclavia;;;;
NCRP;PAT99B;Injeksjon av trombolytisk substans i annen arteriegrein utgående fra aortabuens arterier;Injek trombolyt subst i annen grein fra aortabuens arterier;;;;
NCRP;PAW96X;Annen bildeveiledet intervensjon på arterier fra aortabuen eller dens greiner;Ann bildeveil interven på art fra aortabuen el dens greiner;;;;
NCRP;PAY30B;Perkutan okklusjon av a. subclavia;Perkutan okklusjon av a. subclavia;;;;
NCRP;PAY99B;Perkutan okklusjon av annen arteriegrein utgående fra aortabuens arterier;Perkutan okklusjon av annen grein fra aortabuens arterier;;;;
NCRP;PAZ10B;Innlegging av stentgraft i truncus brachiocephalicus;Innlegging av stentgraft i truncus brachiocephalicus;;;;
NCRP;PAZ20B;Innlegging av stentgraft i a. carotis communis;Innlegging av stentgraft i a. carotis communis;;;;
NCRP;PAZ21B;Innlegging av stentgraft i a. carotis interna;Innlegging av stentgraft i a. carotis interna;;;;
NCRP;PAZ22B;Innlegging av stentgraft i a. carotis eksterna;Innlegging av stentgraft i a. carotis eksterna;;;;
NCRP;PAZ30B;Innlegging av stentgraft i a. subclavia;Innlegging av stentgraft i a. subclavia;;;;
NCRP;PAZ99B;Innlegging av stentgraft i annen arterie fra aortabuen eller dens greiner;Innlegg stentgraft i annen art fra aortabuen el dens greiner;;;;
NCRP;PBE50B;Perkutan trombektomi eller embolektomi i overekstremitetsarterie;Perkutan trombektomi eller embolektomi i overekstremitetsart;;;;
NCRP;PBI87B;Injeksjon av terapeutisk substans i arteriovenøs fistel fra overekstremitetsarterie;Inj av terapeut subst i AV-fistel fra overekstrem.arterie;;;;
NCRP;PBM80B;Perkutan lukking av arteriovenøs fistel i bypass fra overekstremitetsarterie;Perkut lukking av AV-fistel i bypass fra overekstremitetsart;;;;
NCRP;PBP10B;Perkutan arterioplastikk på a. axillaris;Perkutan arterioplastikk på a. axillaris;;;;
NCRP;PBP20B;Perkutan arterioplastikk på a. brachialis;Perkutan arterioplastikk på a. brachialis;;;;
NCRP;PBP83B;Perkutan arterioplastikk på arteriovenøs fistel fra overekstremitetsarterie;Perkut arterioplastikk på AV-fistel fra overekstremitetsart;;;;
NCRP;PBP99B;Perkutan arterioplastikk på annen overekstremitetsarterie;Perkutan arterioplastikk på annen overekstremitetsarterie;;;;
NCRP;PBQ10B;Innlegging av stent i a. axillaris;Innlegging av stent i a. axillaris;;;;
NCRP;PBQ20B;Innlegging av stent i a. brachialis;Innlegging av stent i a. brachialis;;;;
NCRP;PBQ30B;Perkutan innlegging av stent i arteriovenøs fistel fra overekstremitetsarterie;Perkut innlegg. av stent i AV-fistel fra overekstremitetsart;;;;
NCRP;PBQ99B;Innlegging av stent i annen overekstremitetsarterie;Innlegging av stent i annen overekstremitetsarterie;;;;
NCRP;PBT10B;Injeksjon av trombolytisk agens i a. axillaris;Injeksjon av trombolytisk agens i a. axillaris;;;;
NCRP;PBT20B;Injeksjon av trombolytisk agens i a. brachialis;Injeksjon av trombolytisk agens i a. brachialis;;;;
NCRP;PBT99B;Injeksjon av trombolytisk agens i annen overekstremitetsarterie;Injeksjon av trombolytisk agens i annen overekstremitetsart.;;;;
NCRP;PBW96X;Annen bildeveiledet intervensjon på overekstremitetsarterie;Annen bildeveiledet intervensjon på overekstremitetsarterie;;;;
NCRP;PBW97X;Annen bildeveiledet intervensjon etter tidligere rekonstruksjon av overekstremitetsarterie;Annen bildeveil intervensjon e. tidl rekonstr av overeks.art;;;;
NCRP;PBY10B;Perkutan okklusjon av a. axillaris;Perkutan okklusjon av a. axillaris;;;;
NCRP;PBY20B;Perkutan okklusjon av a. brachialis;Perkutan okklusjon av a. brachialis;;;;
NCRP;PBY99B;Perkutan okklusjon av annen overekstremitetsarterie;Perkutan okklusjon av annen overekstremitetsarterie;;;;
NCRP;PBZ10B;Innlegging av stentgraft i a. axillaris;Innlegging av stentgraft i a. axillaris;;;;
NCRP;PBZ20B;Innlegging av stentgraft i a. brachialis;Innlegging av stentgraft i a. brachialis;;;;
NCRP;PBZ99B;Innlegging av stentgraft i annen overekstremitetsarterie;Innlegging av stentgraft i annen overekstremitetsarterie;;;;
NCRP;PCE10B;Perkutan trombektomi eller embolektomi i suprarenale bukaorta;Perkutan trombektomi el. embolektomi i suprarenale bukaorta;;;;
NCRP;PCE40B;Perkutan trombektomi eller embolektomi i nyrearterie;Perkutan trombektomi eller embolektomi i nyrearterie;;;;
NCRP;PCE45B;Perkutan trombektomi eller embolektomi i nyretransplantatarterie;Perkutan trombektomi/embolektomi i nyretransplantatarterie;;;;
NCRP;PCI21B;Injeksjon av terapeutisk substans i a. hepatica;Injeksjon av terapeutisk substans i a. hepatica;;;1;1
NCRP;PCM80B;Perkutan lukking av arteriovenøs fistel i bypass til visceralarterie;Perkutan lukking av AV-fistel i bypass til visceralarterie;;;;
NCRP;PCP10B;Perkutan arterioplastikk i suprarenale bukaorta;Perkutan arterioplastikk i suprarenale bukaorta;;;;
NCRP;PCP20B;Perkutan arterioplastikk på a. coeliaca eller dens greiner;Perkutan arterioplastikk på a. coeliaca eller dens greiner;;;;
NCRP;PCP30B;Perkutan arterioplastikk på a. mesenterica superior;Perkutan arterioplastikk på a. mesenterica superior;;;;
NCRP;PCP35B;Perkutan arterioplastikk i bypass til visceralarterie;Perkutan arterioplastikk i bypass til visceralarterie;;;;
NCRP;PCP40B;Perkutan arterioplastikk på a. renalis;Perkutan arterioplastikk på a. renalis;;;;
NCRP;PCP45B;Perkutan arterioplastikk på nyretransplantatarterie;Perkutan arterioplastikk på nyretransplantatarterie;;;;
NCRP;PCP55B;Perkutan arterioplastikk på a. mesenterica inferior;Perkutan arterioplastikk på a. mesenterica inferior;;;;
NCRP;PCP99B;Perkutan arterioplastikk på annen visceralarterie;Perkutan arterioplastikk på annen visceralarterie;;;;
NCRP;PCQ10B;Innlegging av stent i suprarenale bukaorta;Innlegging av stent i suprarenale bukaorta;;;;
NCRP;PCQ20B;Innlegging av stent i a. coeliaca eller dens greiner;Innlegging av stent i a. coeliaca eller dens greiner;;;;
NCRP;PCQ30B;Innlegging av stent i a. mesenterica superior;Innlegging av stent i a. mesenterica superior;;;;
NCRP;PCQ35B;Innlegging av stent i bypass til visceralarterie;Innlegging av stent i bypass til visceralarterie;;;;
NCRP;PCQ40B;Innlegging av stent i a. renalis;Innlegging av stent i a. renalis;;;;
NCRP;PCQ45B;Perkutan innlegging av stent i nyretransplantatarterie;Perkutan innlegging av stent i nyretransplantatarterie;;;;
NCRP;PCQ55B;Innleggelse av stent i a. mesenterica inferior;Innleggelse av stent i a. mesenterica inferior;;;;
NCRP;PCQ99B;Innlegging av stent i annen visceralarterie;Innlegging av stent i annen visceralarterie;;;;
NCRP;PCT20B;Injeksjon av trombolytisk agens i a. coeliaca eller dens greiner;Injeksjon av trombolytisk agens i a. coeliaca eller greiner;;;;
NCRP;PCT21B;Injeksjon av trombolytisk substans i a. hepatica;Injeksjon av trombolytisk substans i a. hepatica;;;;
NCRP;PCT30B;Injeksjon av trombolytisk substans i a. mesenterica superior;Injeksjon av trombolytisk substans i a. mesenterica superior;;;;
NCRP;PCT35B;Injeksjon av trombolytisk agens i bypass til visceralarterie;Injeksjon av trombolytisk agens i bypass til visceralarterie;;;;
NCRP;PCT40B;Injeksjon av trombolytisk subtans i a. renalis;Injeksjon av trombolytisk subtans i a. renalis;;;;
NCRP;PCT50B;Injeksjon av trombolytisk substans i binyrearterie;Injeksjon av trombolytisk substans i binyrearterie;;;;
NCRP;PCT55B;Injeksjon av trombolytisk substans i a. mesenterica inferior;Injeksjon av trombolytisk substans i a. mesenterica inferior;;;;
NCRP;PCT99B;Injeksjon av trombolytisk agens i annen visceralarterie;Injeksjon av trombolytisk agens i annen visceralarterie;;;;
NCRP;PCW96X;Annen bildeveiledet intervensjon på suprarenale bukaorta eller visceralarterie;Ann. bildeveil interven på supraren bukaorta el visceralart;;;;
NCRP;PCW97X;Annen bildeveiledet intervensjon etter tidligere rekonstruksjon av suprarenale bukaorta eller visceralarterie;An bildev interven e.tidl rekonstr supraren bukaort/visc.art;;;;
